Program,Federal FY,Subawardee UEI,Distinct Subaward Numbers,Subawardee Vendor Name,Parent Key,Capability Domain (D),Primary Output (P),Net Subaward $M,Positive Supplier $M,Reports,Prior-Year Active,Earlier-Year Active,Activity Status,Active FYs
DDG,2024,GKN9NW23L2L9,2,,,,,,,,,,,
DDG,2026,GKN9NW23L2L9,1,,,,,,,,,,,
DDG,2013,GKPGD2F1LKL5,1,,,,,,,,,,,
DDG,2014,GKPGD2F1LKL5,3,,,,,,,,,,,
DDG,2015,GKPGD2F1LKL5,1,,,,,,,,,,,
DDG,2019,GKPGD2F1LKL5,3,,,,,,,,,,,
DDG,2025,GMVJD1H9JQX8,2,,,,,,,,,,,
DDG,2017,GN82WS7LRJ77,1,,,,,,,,,,,
DDG,2022,GN82WS7LRJ77,1,,,,,,,,,,,
DDG,2023,GN82WS7LRJ77,1,,,,,,,,,,,
DDG,2025,GN82WS7LRJ77,1,,,,,,,,,,,
DDG,2013,GNFJGT9MKJW5,3,,,,,,,,,,,
DDG,2015,GNFJGT9MKJW5,1,,,,,,,,,,,
DDG,2015,GU9WXNREUPZ1,2,,,,,,,,,,,
DDG,2016,GU9WXNREUPZ1,2,,,,,,,,,,,
DDG,2019,GU9WXNREUPZ1,1,,,,,,,,,,,
DDG,2021,GU9WXNREUPZ1,1,,,,,,,,,,,
DDG,2022,GU9WXNREUPZ1,1,,,,,,,,,,,
DDG,2023,GU9WXNREUPZ1,1,,,,,,,,,,,
DDG,2024,GU9WXNREUPZ1,1,,,,,,,,,,,
DDG,2023,GV6WMAJUK1R9,1,,,,,,,,,,,
DDG,2013,GXPHJRVG9MR7,2,,,,,,,,,,,
DDG,2014,GXPHJRVG9MR7,5,,,,,,,,,,,
DDG,2015,GXPHJRVG9MR7,2,,,,,,,,,,,
DDG,2016,GXPHJRVG9MR7,2,,,,,,,,,,,
DDG,2017,GXPHJRVG9MR7,1,,,,,,,,,,,
DDG,2019,GXPHJRVG9MR7,15,,,,,,,,,,,
DDG,2020,GXPHJRVG9MR7,7,,,,,,,,,,,
DDG,2021,GXPHJRVG9MR7,17,,,,,,,,,,,
DDG,2022,GXPHJRVG9MR7,11,,,,,,,,,,,
DDG,2023,GXPHJRVG9MR7,19,,,,,,,,,,,
DDG,2024,GXPHJRVG9MR7,15,,,,,,,,,,,
DDG,2025,GXPHJRVG9MR7,22,,,,,,,,,,,
DDG,2026,GXPHJRVG9MR7,8,,,,,,,,,,,
DDG,2025,H11HD5VHGHN3,1,,,,,,,,,,,
DDG,2014,H12BMH6V6495,2,,,,,,,,,,,
DDG,2015,H12BMH6V6495,1,,,,,,,,,,,
DDG,2016,H12BMH6V6495,1,,,,,,,,,,,
DDG,2017,H12BMH6V6495,1,,,,,,,,,,,
DDG,2013,H1PAVTLJBJ88,2,,,,,,,,,,,
DDG,2014,H1PAVTLJBJ88,2,,,,,,,,,,,
DDG,2015,H1PAVTLJBJ88,4,,,,,,,,,,,
DDG,2016,H1PAVTLJBJ88,1,,,,,,,,,,,
DDG,2018,H1PAVTLJBJ88,3,,,,,,,,,,,
DDG,2019,H1PAVTLJBJ88,5,,,,,,,,,,,
DDG,2020,H1PAVTLJBJ88,4,,,,,,,,,,,
DDG,2021,H1PAVTLJBJ88,1,,,,,,,,,,,
DDG,2022,H1PAVTLJBJ88,1,,,,,,,,,,,
DDG,2013,H2VUYH8JMBY9,1,,,,,,,,,,,
DDG,2014,H2VUYH8JMBY9,3,,,,,,,,,,,
DDG,2016,H2VUYH8JMBY9,1,,,,,,,,,,,
DDG,2021,H2VUYH8JMBY9,1,,,,,,,,,,,
DDG,2016,H3R3VV5YN8G4,1,,,,,,,,,,,
DDG,2017,H3R3VV5YN8G4,1,,,,,,,,,,,
DDG,2023,H4ZMPGLLZ8D9,1,,,,,,,,,,,
DDG,2026,HA3GWLK3JK58,2,,,,,,,,,,,
DDG,2017,HEUNPCKQLMN5,1,,,,,,,,,,,
DDG,2020,HEUNPCKQLMN5,1,,,,,,,,,,,
DDG,2018,HHFGANSDJXN8,1,,,,,,,,,,,
DDG,2023,HJFAW5KCG7N7,2,,,,,,,,,,,
DDG,2024,HJFAW5KCG7N7,1,,,,,,,,,,,
DDG,2026,HJFAW5KCG7N7,1,,,,,,,,,,,
DDG,2022,HLE1E2KALJA5,6,,,,,,,,,,,
DDG,2023,HLE1E2KALJA5,2,,,,,,,,,,,
DDG,2024,HLE1E2KALJA5,9,,,,,,,,,,,
DDG,2025,HLE1E2KALJA5,9,,,,,,,,,,,
DDG,2026,HLE1E2KALJA5,3,,,,,,,,,,,
DDG,2013,HLFDNJU7KXJ1,3,,,,,,,,,,,
DDG,2014,HLFDNJU7KXJ1,3,,,,,,,,,,,
DDG,2015,HLFDNJU7KXJ1,1,,,,,,,,,,,
DDG,2016,HLFDNJU7KXJ1,2,,,,,,,,,,,
DDG,2017,HLFDNJU7KXJ1,2,,,,,,,,,,,
DDG,2019,HLFDNJU7KXJ1,4,,,,,,,,,,,
DDG,2020,HLFDNJU7KXJ1,9,,,,,,,,,,,
DDG,2021,HLFDNJU7KXJ1,3,,,,,,,,,,,
DDG,2022,HLFDNJU7KXJ1,2,,,,,,,,,,,
DDG,2023,HLFDNJU7KXJ1,7,,,,,,,,,,,
DDG,2024,HLFDNJU7KXJ1,11,,,,,,,,,,,
DDG,2025,HLFDNJU7KXJ1,4,,,,,,,,,,,
DDG,2026,HLFDNJU7KXJ1,2,,,,,,,,,,,
DDG,2013,HLVBPCA2LH41,4,,,,,,,,,,,
DDG,2014,HLVBPCA2LH41,5,,,,,,,,,,,
DDG,2015,HLVBPCA2LH41,6,,,,,,,,,,,
DDG,2016,HLVBPCA2LH41,8,,,,,,,,,,,
DDG,2017,HLVBPCA2LH41,13,,,,,,,,,,,
DDG,2018,HLVBPCA2LH41,13,,,,,,,,,,,
DDG,2019,HLVBPCA2LH41,21,,,,,,,,,,,
DDG,2020,HLVBPCA2LH41,11,,,,,,,,,,,
DDG,2021,HLVBPCA2LH41,14,,,,,,,,,,,
DDG,2022,HLVBPCA2LH41,6,,,,,,,,,,,
DDG,2023,HLVBPCA2LH41,2,,,,,,,,,,,
DDG,2024,HLVBPCA2LH41,4,,,,,,,,,,,
DDG,2025,HLVBPCA2LH41,9,,,,,,,,,,,
DDG,2026,HLVBPCA2LH41,2,,,,,,,,,,,
DDG,2013,HLVNZXU8EAM1,11,,,,,,,,,,,
DDG,2014,HLVNZXU8EAM1,2,,,,,,,,,,,
DDG,2015,HLVNZXU8EAM1,1,,,,,,,,,,,
DDG,2016,HLVNZXU8EAM1,2,,,,,,,,,,,
DDG,2017,HLVNZXU8EAM1,2,,,,,,,,,,,
DDG,2018,HLVNZXU8EAM1,5,,,,,,,,,,,
DDG,2019,HLVNZXU8EAM1,8,,,,,,,,,,,
DDG,2020,HLVNZXU8EAM1,5,,,,,,,,,,,
DDG,2021,HLVNZXU8EAM1,4,,,,,,,,,,,
DDG,2025,HLW2GH7TF2M4,1,,,,,,,,,,,
DDG,2013,HMBSX7Z72UK4,1,,,,,,,,,,,
DDG,2014,HMBSX7Z72UK4,4,,,,,,,,,,,
DDG,2015,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2016,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2017,HMBSX7Z72UK4,3,,,,,,,,,,,
DDG,2018,HMBSX7Z72UK4,3,,,,,,,,,,,
DDG,2019,HMBSX7Z72UK4,1,,,,,,,,,,,
DDG,2020,HMBSX7Z72UK4,1,,,,,,,,,,,
DDG,2021,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2022,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2023,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2025,HMBSX7Z72UK4,2,,,,,,,,,,,
DDG,2013,HNAECT5M9TM4,2,,,,,,,,,,,
DDG,2014,HNAECT5M9TM4,1,,,,,,,,,,,
DDG,2015,HNAECT5M9TM4,1,,,,,,,,,,,
DDG,2016,HNAECT5M9TM4,1,,,,,,,,,,,
DDG,2017,HNAECT5M9TM4,5,,,,,,,,,,,
DDG,2016,HNJDANSKDZK9,4,,,,,,,,,,,
DDG,2017,HNJDANSKDZK9,2,,,,,,,,,,,
DDG,2018,HNJDANSKDZK9,2,,,,,,,,,,,
DDG,2020,HNJDANSKDZK9,2,,,,,,,,,,,
DDG,2021,HNJDANSKDZK9,3,,,,,,,,,,,
DDG,2024,HNJDANSKDZK9,2,,,,,,,,,,,
DDG,2025,HNJDANSKDZK9,7,,,,,,,,,,,
DDG,2022,HQEUSUQSKVK7,1,,,,,,,,,,,
DDG,2023,HQEUSUQSKVK7,2,,,,,,,,,,,
DDG,2024,HQYTCMF5RGE4,1,,,,,,,,,,,
DDG,2025,HQYTCMF5RGE4,6,,,,,,,,,,,
DDG,2014,HUK5MJK4MH39,2,,,,,,,,,,,
DDG,2015,HUK5MJK4MH39,2,,,,,,,,,,,
DDG,2016,HUK5MJK4MH39,2,,,,,,,,,,,
DDG,2017,HUK5MJK4MH39,2,,,,,,,,,,,
DDG,2019,HUK5MJK4MH39,3,,,,,,,,,,,
DDG,2020,HUK5MJK4MH39,3,,,,,,,,,,,
DDG,2021,HUK5MJK4MH39,1,,,,,,,,,,,
DDG,2022,HUK5MJK4MH39,3,,,,,,,,,,,
DDG,2023,HUK5MJK4MH39,21,,,,,,,,,,,
DDG,2024,HUK5MJK4MH39,20,,,,,,,,,,,
DDG,2025,HUK5MJK4MH39,2,,,,,,,,,,,
DDG,2026,HUK5MJK4MH39,4,,,,,,,,,,,
DDG,2013,HUKGWGAFW4C7,1,,,,,,,,,,,
DDG,2014,HUKGWGAFW4C7,1,,,,,,,,,,,
DDG,2017,HUYTR5ZGSSN6,1,,,,,,,,,,,
DDG,2024,HWLGUR28KMS6,3,,,,,,,,,,,
DDG,2025,HWLGUR28KMS6,5,,,,,,,,,,,
DDG,2026,HWLGUR28KMS6,5,,,,,,,,,,,
DDG,2015,HYN4GBTR6TF3,1,,,,,,,,,,,
DDG,2017,HYN4GBTR6TF3,1,,,,,,,,,,,
DDG,2024,HYN4GBTR6TF3,1,,,,,,,,,,,
DDG,2025,HYN4GBTR6TF3,1,,,,,,,,,,,
DDG,2026,HYN4GBTR6TF3,3,,,,,,,,,,,
DDG,2022,J1T1FEN3PWX6,6,,,,,,,,,,,
DDG,2023,J1T1FEN3PWX6,8,,,,,,,,,,,
DDG,2024,J1T1FEN3PWX6,7,,,,,,,,,,,
DDG,2025,J1T1FEN3PWX6,6,,,,,,,,,,,
DDG,2026,J1T1FEN3PWX6,1,,,,,,,,,,,
DDG,2023,J2DMF1YRKD96,1,,,,,,,,,,,
DDG,2024,J2DMF1YRKD96,4,,,,,,,,,,,
DDG,2025,J2DMF1YRKD96,2,,,,,,,,,,,
DDG,2013,J3AFGKXWYK73,1,,,,,,,,,,,
DDG,2014,J3AFGKXWYK73,1,,,,,,,,,,,
DDG,2015,J3AFGKXWYK73,5,,,,,,,,,,,
DDG,2016,J3AFGKXWYK73,7,,,,,,,,,,,
DDG,2017,J3AFGKXWYK73,8,,,,,,,,,,,
DDG,2018,J3AFGKXWYK73,7,,,,,,,,,,,
DDG,2019,J3AFGKXWYK73,12,,,,,,,,,,,
DDG,2021,J3AFGKXWYK73,6,,,,,,,,,,,
DDG,2022,J3AFGKXWYK73,3,,,,,,,,,,,
DDG,2020,J5AJWFZ9H8Q6,1,,,,,,,,,,,
DDG,2017,J645RTMFWMW1,1,,,,,,,,,,,
DDG,2018,J645RTMFWMW1,1,,,,,,,,,,,
DDG,2019,J645RTMFWMW1,4,,,,,,,,,,,
DDG,2020,J645RTMFWMW1,3,,,,,,,,,,,
DDG,2021,J645RTMFWMW1,1,,,,,,,,,,,
DDG,2023,J645RTMFWMW1,1,,,,,,,,,,,
DDG,2024,J645RTMFWMW1,7,,,,,,,,,,,
DDG,2025,J645RTMFWMW1,2,,,,,,,,,,,
DDG,2024,J683M8AF97Q5,1,,,,,,,,,,,
DDG,2013,J6DMEL935CD1,1,,,,,,,,,,,
DDG,2015,J6DMEL935CD1,1,,,,,,,,,,,
DDG,2017,J6DMEL935CD1,1,,,,,,,,,,,
DDG,2019,J6DMEL935CD1,3,,,,,,,,,,,
DDG,2022,J6DMEL935CD1,1,,,,,,,,,,,
DDG,2025,J6DMEL935CD1,3,,,,,,,,,,,
DDG,2023,J6MHT1L54CG4,1,,,,,,,,,,,
DDG,2013,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2014,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2015,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2016,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2017,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2018,J7JGTBNSM619,4,,,,,,,,,,,
DDG,2020,J7JGTBNSM619,1,,,,,,,,,,,
DDG,2019,J7JJKMJGC7K1,3,,,,,,,,,,,
DDG,2020,J7JJKMJGC7K1,1,,,,,,,,,,,
DDG,2023,J7JJKMJGC7K1,3,,,,,,,,,,,
DDG,2025,J7JJKMJGC7K1,6,,,,,,,,,,,
DDG,2026,J7JJKMJGC7K1,2,,,,,,,,,,,
DDG,2016,J8ATNVMEGLK1,4,,,,,,,,,,,
DDG,2017,J8ATNVMEGLK1,6,,,,,,,,,,,
DDG,2018,J8ATNVMEGLK1,4,,,,,,,,,,,
DDG,2019,J8ATNVMEGLK1,3,,,,,,,,,,,
DDG,2020,J8ATNVMEGLK1,1,,,,,,,,,,,
DDG,2021,J8ATNVMEGLK1,2,,,,,,,,,,,
DDG,2022,J8ATNVMEGLK1,2,,,,,,,,,,,
DDG,2023,J8ATNVMEGLK1,1,,,,,,,,,,,
DDG,2024,J8ATNVMEGLK1,3,,,,,,,,,,,
DDG,2025,J8ATNVMEGLK1,1,,,,,,,,,,,
DDG,2026,J8ATNVMEGLK1,1,,,,,,,,,,,
DDG,2013,JA2KCX21NL48,2,,,,,,,,,,,
DDG,2014,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2015,JA2KCX21NL48,4,,,,,,,,,,,
DDG,2016,JA2KCX21NL48,5,,,,,,,,,,,
DDG,2017,JA2KCX21NL48,4,,,,,,,,,,,
DDG,2018,JA2KCX21NL48,6,,,,,,,,,,,
DDG,2019,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2020,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2021,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2022,JA2KCX21NL48,1,,,,,,,,,,,
DDG,2023,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2024,JA2KCX21NL48,8,,,,,,,,,,,
DDG,2025,JA2KCX21NL48,3,,,,,,,,,,,
DDG,2026,JA2KCX21NL48,1,,,,,,,,,,,
DDG,2015,JAM1MGE5VDJ7,1,,,,,,,,,,,
DDG,2013,JEP5GQGFPUL9,1,,,,,,,,,,,
DDG,2014,JEP5GQGFPUL9,3,,,,,,,,,,,
DDG,2015,JEP5GQGFPUL9,1,,,,,,,,,,,
DDG,2017,JEP5GQGFPUL9,1,,,,,,,,,,,
DDG,2018,JEP5GQGFPUL9,1,,,,,,,,,,,
DDG,2019,JEP5GQGFPUL9,9,,,,,,,,,,,
DDG,2020,JEP5GQGFPUL9,1,,,,,,,,,,,
DDG,2021,JEP5GQGFPUL9,5,,,,,,,,,,,
DDG,2022,JEP5GQGFPUL9,6,,,,,,,,,,,
DDG,2023,JEP5GQGFPUL9,8,,,,,,,,,,,
DDG,2025,JEP5GQGFPUL9,2,,,,,,,,,,,
DDG,2026,JEP5GQGFPUL9,3,,,,,,,,,,,
DDG,2014,JFEWJZWTH4W4,3,,,,,,,,,,,
DDG,2016,JFEWJZWTH4W4,2,,,,,,,,,,,
DDG,2016,JGLLLKELFB57,1,,,,,,,,,,,
DDG,2018,JGLLLKELFB57,1,,,,,,,,,,,
DDG,2013,JGNYLKEPEBL4,2,,,,,,,,,,,
DDG,2014,JGNYLKEPEBL4,3,,,,,,,,,,,
DDG,2015,JGNYLKEPEBL4,3,,,,,,,,,,,
DDG,2016,JGNYLKEPEBL4,4,,,,,,,,,,,
DDG,2017,JGNYLKEPEBL4,5,,,,,,,,,,,
DDG,2019,JGNYLKEPEBL4,3,,,,,,,,,,,
DDG,2020,JGNYLKEPEBL4,3,,,,,,,,,,,
DDG,2021,JGNYLKEPEBL4,2,,,,,,,,,,,
DDG,2022,JGNYLKEPEBL4,2,,,,,,,,,,,
DDG,2023,JGNYLKEPEBL4,1,,,,,,,,,,,
DDG,2024,JGNYLKEPEBL4,4,,,,,,,,,,,
DDG,2025,JGNYLKEPEBL4,3,,,,,,,,,,,
DDG,2026,JGNYLKEPEBL4,2,,,,,,,,,,,
DDG,2014,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2015,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2016,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2017,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2019,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2021,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2023,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2024,JJRDPJY9GQA8,2,,,,,,,,,,,
DDG,2025,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2026,JJRDPJY9GQA8,1,,,,,,,,,,,
DDG,2013,JK16ZQ9FRJ51,2,,,,,,,,,,,
DDG,2015,JK16ZQ9FRJ51,2,,,,,,,,,,,
DDG,2016,JK16ZQ9FRJ51,2,,,,,,,,,,,
DDG,2017,JK16ZQ9FRJ51,1,,,,,,,,,,,
DDG,2020,JK16ZQ9FRJ51,1,,,,,,,,,,,
DDG,2013,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2014,JK4WJKLD44G9,3,,,,,,,,,,,
DDG,2015,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2016,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2019,JK4WJKLD44G9,4,,,,,,,,,,,
DDG,2020,JK4WJKLD44G9,2,,,,,,,,,,,
DDG,2022,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2023,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2024,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2025,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2026,JK4WJKLD44G9,1,,,,,,,,,,,
DDG,2013,JKPCAKFW8X93,1,,,,,,,,,,,
DDG,2014,JKPCAKFW8X93,2,,,,,,,,,,,
DDG,2015,JKPCAKFW8X93,2,,,,,,,,,,,
DDG,2016,JKPCAKFW8X93,2,,,,,,,,,,,
DDG,2015,JL4THZCMNKR7,1,,,,,,,,,,,
DDG,2016,JL4THZCMNKR7,1,,,,,,,,,,,
DDG,2017,JL4THZCMNKR7,1,,,,,,,,,,,
DDG,2018,JL4THZCMNKR7,2,,,,,,,,,,,
DDG,2025,JL4THZCMNKR7,1,,,,,,,,,,,
DDG,2017,JLREE96WGKM5,1,,,,,,,,,,,
DDG,2018,JLREE96WGKM5,1,,,,,,,,,,,
DDG,2023,JLREE96WGKM5,1,,,,,,,,,,,
DDG,2017,JN16VPC2PXN4,1,,,,,,,,,,,
DDG,2018,JN16VPC2PXN4,2,,,,,,,,,,,
DDG,2016,JNC1BUEVV3B9,7,,,,,,,,,,,
DDG,2017,JNC1BUEVV3B9,9,,,,,,,,,,,
DDG,2018,JNC1BUEVV3B9,5,,,,,,,,,,,
DDG,2019,JNC1BUEVV3B9,4,,,,,,,,,,,
DDG,2020,JNC1BUEVV3B9,1,,,,,,,,,,,
DDG,2021,JNC1BUEVV3B9,4,,,,,,,,,,,
DDG,2013,JR3NDKLB4BH9,4,,,,,,,,,,,
DDG,2014,JR3NDKLB4BH9,1,,,,,,,,,,,
DDG,2015,JR3NDKLB4BH9,7,,,,,,,,,,,
DDG,2016,JR3NDKLB4BH9,7,,,,,,,,,,,
DDG,2017,JR3NDKLB4BH9,1,,,,,,,,,,,
DDG,2018,JR3NDKLB4BH9,1,,,,,,,,,,,
DDG,2013,JRHJJRY6DWK3,3,,,,,,,,,,,
DDG,2014,JRHJJRY6DWK3,1,,,,,,,,,,,
DDG,2015,JRHJJRY6DWK3,2,,,,,,,,,,,
DDG,2016,JRHJJRY6DWK3,6,,,,,,,,,,,
DDG,2017,JRHJJRY6DWK3,2,,,,,,,,,,,
DDG,2018,JRHJJRY6DWK3,3,,,,,,,,,,,
DDG,2019,JRHJJRY6DWK3,4,,,,,,,,,,,
DDG,2020,JRHJJRY6DWK3,2,,,,,,,,,,,
DDG,2021,JRHJJRY6DWK3,1,,,,,,,,,,,
DDG,2023,JRHJJRY6DWK3,5,,,,,,,,,,,
DDG,2024,JRHJJRY6DWK3,2,,,,,,,,,,,
DDG,2026,JRHJJRY6DWK3,1,,,,,,,,,,,
DDG,2013,JRUCKDSNXKD5,10,,,,,,,,,,,
DDG,2016,JRUCKDSNXKD5,6,,,,,,,,,,,
DDG,2017,JRUCKDSNXKD5,4,,,,,,,,,,,
DDG,2018,JRUCKDSNXKD5,4,,,,,,,,,,,
DDG,2019,JRUCKDSNXKD5,13,,,,,,,,,,,
DDG,2020,JRUCKDSNXKD5,3,,,,,,,,,,,
DDG,2021,JRUCKDSNXKD5,2,,,,,,,,,,,
DDG,2022,JRUCKDSNXKD5,1,,,,,,,,,,,
DDG,2023,JRUCKDSNXKD5,6,,,,,,,,,,,
DDG,2024,JRUCKDSNXKD5,16,,,,,,,,,,,
DDG,2025,JRUCKDSNXKD5,1,,,,,,,,,,,
DDG,2026,JRUCKDSNXKD5,1,,,,,,,,,,,
DDG,2013,JU2ME5ZK8VL3,2,,,,,,,,,,,
DDG,2014,JU2ME5ZK8VL3,4,,,,,,,,,,,
DDG,2015,JU2ME5ZK8VL3,4,,,,,,,,,,,
DDG,2016,JU2ME5ZK8VL3,6,,,,,,,,,,,
DDG,2017,JU2ME5ZK8VL3,2,,,,,,,,,,,
DDG,2018,JU2ME5ZK8VL3,2,,,,,,,,,,,
DDG,2019,JU2ME5ZK8VL3,1,,,,,,,,,,,
DDG,2020,JU2ME5ZK8VL3,1,,,,,,,,,,,
DDG,2021,JU2ME5ZK8VL3,1,,,,,,,,,,,
DDG,2022,JU2ME5ZK8VL3,4,,,,,,,,,,,
DDG,2023,JU2ME5ZK8VL3,7,,,,,,,,,,,
DDG,2024,JU2ME5ZK8VL3,3,,,,,,,,,,,
DDG,2025,JU2ME5ZK8VL3,7,,,,,,,,,,,
DDG,2020,JU7ZGUDEJA79,2,,,,,,,,,,,
DDG,2021,JU7ZGUDEJA79,2,,,,,,,,,,,
DDG,2023,JUN5EFMB2NZ7,2,,,,,,,,,,,
DDG,2014,JW6PXX1WALN4,2,,,,,,,,,,,
DDG,2015,JW6PXX1WALN4,3,,,,,,,,,,,
DDG,2016,JW6PXX1WALN4,3,,,,,,,,,,,
DDG,2017,JW6PXX1WALN4,1,,,,,,,,,,,
DDG,2022,JW6PXX1WALN4,3,,,,,,,,,,,
DDG,2023,JW6PXX1WALN4,9,,,,,,,,,,,
DDG,2024,JW6PXX1WALN4,18,,,,,,,,,,,
DDG,2025,JW6PXX1WALN4,6,,,,,,,,,,,
DDG,2013,JZXZSN3BBL98,1,,,,,,,,,,,
DDG,2014,JZXZSN3BBL98,1,,,,,,,,,,,
DDG,2013,K3URF4HUNQS5,2,,,,,,,,,,,
DDG,2014,K3URF4HUNQS5,2,,,,,,,,,,,
DDG,2015,K3URF4HUNQS5,2,,,,,,,,,,,
DDG,2016,K3URF4HUNQS5,5,,,,,,,,,,,
DDG,2017,K3URF4HUNQS5,2,,,,,,,,,,,
DDG,2019,K3URF4HUNQS5,5,,,,,,,,,,,
DDG,2020,K3URF4HUNQS5,3,,,,,,,,,,,
DDG,2021,K3URF4HUNQS5,4,,,,,,,,,,,
DDG,2014,K574V7KEQUC8,1,,,,,,,,,,,
DDG,2014,K783PK4DZEE3,2,,,,,,,,,,,
DDG,2018,K7L6DELLDU47,2,,,,,,,,,,,
DDG,2023,K7SAUMHPLDJ9,1,,,,,,,,,,,
DDG,2025,K84MXRVQ8BW5,1,,,,,,,,,,,
DDG,2022,K8KAE356N7N5,1,,,,,,,,,,,
DDG,2016,KAJ2U4MCB329,1,,,,,,,,,,,
DDG,2017,KAJ2U4MCB329,1,,,,,,,,,,,
DDG,2018,KAJ2U4MCB329,1,,,,,,,,,,,
DDG,2019,KB45YQR3KSL5,1,,,,,,,,,,,
DDG,2020,KB45YQR3KSL5,1,,,,,,,,,,,
DDG,2022,KB45YQR3KSL5,1,,,,,,,,,,,
DDG,2023,KB45YQR3KSL5,1,,,,,,,,,,,
DDG,2015,KB8ALFD8K1X8,2,,,,,,,,,,,
DDG,2017,KB8ALFD8K1X8,2,,,,,,,,,,,
DDG,2021,KC78MF1CL9B8,1,,,,,,,,,,,
DDG,2013,KCYPSYNH1M94,1,,,,,,,,,,,
DDG,2014,KCYPSYNH1M94,5,,,,,,,,,,,
DDG,2015,KCYPSYNH1M94,14,,,,,,,,,,,
DDG,2016,KCYPSYNH1M94,13,,,,,,,,,,,
DDG,2017,KCYPSYNH1M94,7,,,,,,,,,,,
DDG,2018,KCYPSYNH1M94,10,,,,,,,,,,,
DDG,2019,KCYPSYNH1M94,3,,,,,,,,,,,
DDG,2020,KCYPSYNH1M94,9,,,,,,,,,,,
DDG,2021,KCYPSYNH1M94,11,,,,,,,,,,,
DDG,2022,KCYPSYNH1M94,3,,,,,,,,,,,
DDG,2023,KCYPSYNH1M94,12,,,,,,,,,,,
DDG,2025,KF3NGNBNQ271,1,,,,,,,,,,,
DDG,2021,KFP8JR5HL191,2,,,,,,,,,,,
DDG,2022,KH1SMVPKSHY4,1,,,,,,,,,,,
DDG,2024,KH1SMVPKSHY4,3,,,,,,,,,,,
DDG,2025,KHK8QYLFGLU1,2,,,,,,,,,,,
DDG,2026,KHK8QYLFGLU1,1,,,,,,,,,,,
DDG,2017,KJWPVM8EMCN5,1,,,,,,,,,,,
DDG,2024,KK9FFUUML8N1,3,,,,,,,,,,,
DDG,2017,KKRXVDJZQ5V5,3,,,,,,,,,,,
DDG,2020,KKRXVDJZQ5V5,2,,,,,,,,,,,
DDG,2013,KLDTZDR12ZB7,1,,,,,,,,,,,
DDG,2014,KLDTZDR12ZB7,7,,,,,,,,,,,
DDG,2015,KLDTZDR12ZB7,9,,,,,,,,,,,
DDG,2016,KLDTZDR12ZB7,4,,,,,,,,,,,
DDG,2017,KLDTZDR12ZB7,3,,,,,,,,,,,
DDG,2018,KLDTZDR12ZB7,1,,,,,,,,,,,
DDG,2019,KLDTZDR12ZB7,2,,,,,,,,,,,
DDG,2020,KLDTZDR12ZB7,5,,,,,,,,,,,
DDG,2021,KLDTZDR12ZB7,8,,,,,,,,,,,
DDG,2022,KLDTZDR12ZB7,3,,,,,,,,,,,
DDG,2023,KLDTZDR12ZB7,4,,,,,,,,,,,
DDG,2024,KLDTZDR12ZB7,11,,,,,,,,,,,
DDG,2025,KLDTZDR12ZB7,11,,,,,,,,,,,
DDG,2014,KNEFNMWXBK39,5,,,,,,,,,,,
DDG,2015,KNEFNMWXBK39,15,,,,,,,,,,,
DDG,2016,KNEFNMWXBK39,14,,,,,,,,,,,
DDG,2017,KNEFNMWXBK39,10,,,,,,,,,,,
DDG,2018,KNEFNMWXBK39,1,,,,,,,,,,,
DDG,2019,KNEFNMWXBK39,7,,,,,,,,,,,
DDG,2020,KNEFNMWXBK39,4,,,,,,,,,,,
DDG,2021,KNEFNMWXBK39,9,,,,,,,,,,,
DDG,2022,KNEFNMWXBK39,6,,,,,,,,,,,
DDG,2025,KNEFNMWXBK39,36,,,,,,,,,,,
